email_text,category
"Hey, I found that recipe you were asking about, sending it over now. Let me know.",personal
"Quick note: thanks for helping me move last weekend, I really appreciate it!",personal
"FYI - noah commented on your recent post, come see what they said!",social
"Hello, let's schedule a call to align on the website redesign roadmap this Tuesday. Let me know.",work
"Hey Grace, exclusive member discount: 20% off your next purchase at Stark Industries. Let me know.",promotional
"Hey Omar, can you send me the latest version of the meeting notes by end of day? Let me know.",work
"Hi Lena, important: changes to your health insurance plan take effect on Friday.",important
Quick note: weekly digest: see what your friends have been up to this week. Talk soon.,social
"FYI - hey, are we still on for dinner this weekend? Talk soon.",personal
"We detected unusual sign-in activity on your account, please confirm it was you. Thanks!",important
"Jordan tagged you in a photo, check it out now. Best regards.",social
"Hello, notice: scheduled maintenance will affect your account access on Monday. Let me know.",important
"Quick note: uRGENT: You have been selected to receive $10,000 cash prize. Claim before it expires! Let me know.",spam
Quick note: your group 'Q3 launch Fans' has 3 new posts today. Talk soon.,social
"Hello, reminder: the neighborhood cleanup event is this Wednesday morning. Let me know.",social
"Hey, are we still on for dinner this weekend?",personal
Quick note: the meeting has been moved to 2 PM tomorrow. Please update your calendar. Talk soon.,work
Quick note: uRGENT: You have been selected to receive $1000 cash prize. Claim before it expires! Thanks!,spam
Hope you're feeling better! Let me know if you need anything. Cheers.,personal
Can you send me the latest version of the meeting notes by end of day?,work
"Hi Noah, following up on the mobile app status — are we still on track for next week? Thanks!",work
Hope you're feeling better! Let me know if you need anything. Talk soon.,personal
"Hi Lena, umbrella Inc Rewards: you've earned points! Redeem them for 10% off today. Best regards.",promotional
"John tagged you in a photo, check it out now. Talk soon.",social
FYI - the client requested changes to the mobile app proposal. Can we talk today?,work
"Hey Chen, the client requested changes to the Q3 launch proposal. Can we talk today? Best regards.",work
"Hey Priya, don't miss our holiday clearance sale — up to 50% off select items. Talk soon.",promotional
"Can't wait for the weekend hike, what time should we meet up?",personal
"Hey Taylor, please find attached the presentation deck for the migration project, feedback welcome. Let me know.",work
FYI - congratulations! You have won a $500 gift card. Click this link to claim your reward now! Talk soon.,spam
"Hello, you have 5 new notifications waiting for you, tap to view. Thanks!",social
"Hi Grace, act now! You qualify for a free vacation package. No purchase necessary, click here immediately. Talk soon.",spam
Quick note: reminder: your annual review with HR is scheduled for Friday at 9 AM. Best regards.,important
"FYI - ahmed tagged you in a photo, check it out now. Best regards.",social
"Hello, new newsletter from Umbrella Inc: top picks and deals just for you this week. Best regards.",promotional
"Final reminder: your tax documents are due by Monday, please submit them soon.",important
"Hey Lena, hot singles in your area want to chat with you now, click to view profiles! Cheers.",spam
"Hey Sara, please review the presentation deck before our meeting on Thursday. Best regards.",work
"Hi Maria, just booked the trip for next month, so excited to see you! Thanks!",personal
"Hi Sam, it was great catching up yesterday, let's do it again soon!",personal
"Hi Fatima, uRGENT: You have been selected to receive $250 cash prize. Claim before it expires! Cheers.",spam
"Hi Grace, fINAL NOTICE: Claim your unclaimed prize of $750 now or lose it forever! Talk soon.",spam
"Hi Ahmed, join us for the community event this Saturday at the park! Best regards.",social
"Please find attached the budget spreadsheet for the Q3 launch project, feedback welcome. Let me know.",work
"Your payment for Umbrella Inc could not be processed, please update your billing info. Talk soon.",important
"Hey Alex, we detected unusual sign-in activity on your account, please confirm it was you. Best regards.",important
"Quick note: thanks for helping me move last weekend, I really appreciate it! Talk soon.",personal
"Hey Ahmed, the client requested changes to the Q3 launch proposal. Can we talk today?",work
Quick note: notice: scheduled maintenance will affect your account access on Tuesday. Talk soon.,important
"Hey Jordan, congratulations! You have won a $1000 gift card. Click this link to claim your reward now! Thanks!",spam
FYI - the client requested changes to the migration proposal. Can we talk today?,work
"Hey Jordan, you've been invited to Chen's event, tap to RSVP. Talk soon.",social
"Hey Alex, thanks for shopping with Nakatomi Trading! Here's a 10% coupon for your next order.",promotional
"Hi Grace, uRGENT: You have been selected to receive $10,000 cash prize. Claim before it expires! Let me know.",spam
Your favorite items are back in stock at Stark Industries. Free shipping on orders over $50. Best regards.,promotional
Notice: scheduled maintenance will affect your account access on Monday. Cheers.,important
"Hello, flash sale: 50% off everything at Stark Industries store, this weekend only. Cheers.",promotional
"Hi Sara, your group 'Q3 launch Fans' has 3 new posts today. Thanks!",social
"Hey Lena, can't wait for the weekend hike, what time should we meet up? Let me know.",personal
"Quick note: hey, I found that recipe you were asking about, sending it over now. Let me know.",personal
"Please find attached the meeting notes for the website redesign project, feedback welcome. Talk soon.",work
"Hello, thanks for helping me move last weekend, I really appreciate it!",personal
"Hey Sam, can you believe the game last night? Let's watch the next one together. Let me know.",personal
Quick note: the client requested changes to the website redesign proposal. Can we talk today? Best regards.,work
"Hey Jordan, can't wait for the weekend hike, what time should we meet up? Best regards.",personal
"Hey Jordan, i've attached the presentation deck for your review. Let's discuss it in tomorrow's sync. Thanks!",work
"Hey Alex, are you free to grab coffee this week? It's been too long since we caught up. Best regards.",personal
"Hi Fatima, hey, are we still on for dinner this weekend? Talk soon.",personal
Quick note: fINAL NOTICE: Claim your unclaimed prize of $750 now or lose it forever! Best regards.,spam
"Quick note: you've been invited to Jordan's event, tap to RSVP. Thanks!",social
"Hello, free smartwatch waiting for you! Just click and confirm your shipping address to claim. Let me know.",spam
"Hi Ahmed, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Thanks!",personal
FYI - notice: scheduled maintenance will affect your account access on Monday. Let me know.,important
New arrivals just landed! Check out our latest fall collection now. Talk soon.,promotional
"Hey Lena, you won! Enter your bank details to receive your $500 winnings instantly. Thanks!",spam
"FYI - please find attached the budget spreadsheet for the mobile app project, feedback welcome. Thanks!",work
"Hi Grace, hey, are we still on for dinner this weekend?",personal
"Hey Chen, noah tagged you in a photo, check it out now. Cheers.",social
New arrivals just landed! Check out our latest summer collection now. Cheers.,promotional
"Hi Fatima, the client requested changes to the migration proposal. Can we talk today? Thanks!",work
"Hey Chen, exclusive member discount: 10% off your next purchase at Umbrella Inc.",promotional
"Hello, new arrivals just landed! Check out our latest back-to-school collection now. Cheers.",promotional
"Hey Omar, don't miss our holiday clearance sale — up to 10% off select items. Talk soon.",promotional
"Hey Omar, new arrivals just landed! Check out our latest summer collection now. Best regards.",promotional
"Action required: your password will expire in 24 hours, please reset it now. Cheers.",important
New arrivals just landed! Check out our latest spring collection now. Talk soon.,promotional
"Quick note: flash sale: 20% off everything at Initech store, this weekend only. Cheers.",promotional
"Hello, are you free to grab coffee this week? It's been too long since we caught up. Cheers.",personal
Quick note: important: changes to your health insurance plan take effect on next week. Cheers.,important
FYI - acme Corp Rewards: you've earned points! Redeem them for 30% off today. Best regards.,promotional
"Hi Ahmed, your subscription renewal for Initech failed, please update your payment method. Talk soon.",important
"Hello, your subscription renewal for Hooli failed, please update your payment method. Best regards.",important
Your favorite items are back in stock at Hooli. Free shipping on orders over $50. Best regards.,promotional
"Hello, important: changes to your health insurance plan take effect on next week.",important
"Hello, initech Rewards: you've earned points! Redeem them for 50% off today. Let me know.",promotional
"Hello, can you send me the latest version of the budget spreadsheet by end of day? Talk soon.",work
"FYI - can't wait for the weekend hike, what time should we meet up? Cheers.",personal
"Hi Ahmed, free vacation package waiting for you! Just click and confirm your shipping address to claim. Best regards.",spam
Reminder: your annual review with HR is scheduled for next week at 10 AM. Cheers.,important
"Hello, congratulations! You have won a $1000 gift card. Click this link to claim your reward now!",spam
Quick note: are you free to grab coffee this week? It's been too long since we caught up.,personal
Quick note: the meeting has been moved to 4:30 PM tomorrow. Please update your calendar. Cheers.,work
"Hey Ahmed, we detected unusual sign-in activity on your account, please confirm it was you. Let me know.",important
"Hello, hey, are we still on for dinner this weekend?",personal
"Hi Sara, reminder: the neighborhood cleanup event is this Thursday morning. Best regards.",social
"Hello, thanks for shopping with Acme Corp! Here's a 50% coupon for your next order.",promotional
"Hello, you won! Enter your bank details to receive your $5,000 winnings instantly.",spam
"Hello, important: changes to your health insurance plan take effect on Tuesday. Cheers.",important
"Hey Omar, thanks for shopping with Umbrella Inc! Here's a 70% coupon for your next order. Cheers.",promotional
"Hello, are you free to grab coffee this week? It's been too long since we caught up. Best regards.",personal
"Hi Sam, flash sale: 30% off everything at Globex store, this weekend only.",promotional
"Hi Chen, fatima tagged you in a photo, check it out now. Let me know.",social
"Hi Priya, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Let me know.",personal
"Hello, your account requires immediate verification due to a security issue. Cheers.",important
"You've been chosen for an exclusive $10,000 reward. Click the link below before midnight!",spam
"Action required: your password will expire in 24 hours, please reset it now.",important
"Hello, weekly digest: see what your friends have been up to this week. Best regards.",social
"Hey Omar, last chance: our summer sale ends tonight. Save 20% before midnight.",promotional
"Hey Chen, you have a new friend request on Nakatomi Trading Social. Thanks!",social
"Hello, your flight on next week has been rescheduled, please review the new itinerary. Let me know.",important
FYI - you've been chosen for an exclusive $750 reward. Click the link below before midnight!,spam
"Hi Alex, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Cheers.",personal
"Hey Lena, the meeting has been moved to 4:30 PM tomorrow. Please update your calendar. Talk soon.",work
"Hi Noah, final reminder: your tax documents are due by Tuesday, please submit them soon. Thanks!",important
"Hi Grace, you are our lucky winner! Claim your free gift card today, limited time only! Best regards.",spam
Notice: scheduled maintenance will affect your account access on Thursday. Thanks!,important
New newsletter from Initech: top picks and deals just for you this week. Talk soon.,promotional
"Hey Omar, hope you're feeling better! Let me know if you need anything. Talk soon.",personal
"Hi Grace, let's schedule a call to align on the website redesign roadmap this next week. Talk soon.",work
"Hi Omar, new arrivals just landed! Check out our latest winter collection now.",promotional
"Hey Chen, final reminder: your tax documents are due by Thursday, please submit them soon.",important
Important: changes to your health insurance plan take effect on next week. Cheers.,important
"Quick note: happy birthday! Hope you have an amazing day, let's celebrate this weekend. Cheers.",personal
"Hey Sam, please review the meeting notes before our meeting on Wednesday. Cheers.",work
Quick note: notice: scheduled maintenance will affect your account access on Monday. Cheers.,important
"Hi Ahmed, important: changes to your health insurance plan take effect on Friday. Let me know.",important
"Hi Sam, team standup is at 4:30 PM today. Please share your updates in the channel. Cheers.",work
"Hello, can't wait for the weekend hike, what time should we meet up? Let me know.",personal
"Your flight on Thursday has been rescheduled, please review the new itinerary.",important
FYI - following up on the migration status — are we still on track for Monday? Talk soon.,work
"Quick note: hey, I found that recipe you were asking about, sending it over now.",personal
FYI - important: changes to your health insurance plan take effect on Wednesday. Thanks!,important
"FYI - you are our lucky winner! Claim your free iPhone today, limited time only! Thanks!",spam
"Quick note: hot singles in your area want to chat with you now, click to view profiles! Talk soon.",spam
"Hi Jordan, your payment for Hooli could not be processed, please update your billing info.",important
"Hello, wonka Industries Rewards: you've earned points! Redeem them for 40% off today. Cheers.",promotional
"Hey Fatima, priya tagged you in a photo, check it out now. Let me know.",social
"Hi Lena, hey, I found that recipe you were asking about, sending it over now. Best regards.",personal
"Hi Alex, you've been chosen for an exclusive $10,000 reward. Click the link below before midnight! Talk soon.",spam
"Hello, act now! You qualify for a free smartwatch. No purchase necessary, click here immediately. Best regards.",spam
Quick note: your group 'migration Fans' has 3 new posts today. Let me know.,social
Quick note: free laptop waiting for you! Just click and confirm your shipping address to claim. Let me know.,spam
"Hello, hooli Rewards: you've earned points! Redeem them for 20% off today. Best regards.",promotional
"Hello, you are our lucky winner! Claim your free smartwatch today, limited time only!",spam
"Ahmed commented on your recent post, come see what they said! Thanks!",social
"FYI - act now! You qualify for a free gift card. No purchase necessary, click here immediately.",spam
Quick note: join us for the community event this Saturday at the park! Let me know.,social
FYI - join the local book club meeting this Thursday evening at the library. Thanks!,social
New arrivals just landed! Check out our latest fall collection now. Thanks!,promotional
"Hi Sam, hot singles in your area want to chat with you now, click to view profiles! Best regards.",spam
"Hi Fatima, your account requires immediate verification due to a security issue. Best regards.",important
"Hello, fatima commented on your recent post, come see what they said! Talk soon.",social
"Quick note: hot singles in your area want to chat with you now, click to view profiles! Let me know.",spam
"Hey Alex, your account requires immediate verification due to a security issue. Cheers.",important
URGENT: You have been selected to receive $750 cash prize. Claim before it expires! Best regards.,spam
Quick note: your account requires immediate verification due to a security issue. Best regards.,important
"Quick note: your payment for Wonka Industries could not be processed, please update your billing info. Talk soon.",important
"Hey Grace, exclusive member discount: 10% off your next purchase at Nakatomi Trading. Cheers.",promotional
Quick note: you have a new friend request on Hooli Social.,social
"Your flight on Monday has been rescheduled, please review the new itinerary. Thanks!",important
Quick note: team standup is at 2 PM today. Please share your updates in the channel. Best regards.,work
Free vacation package waiting for you! Just click and confirm your shipping address to claim. Talk soon.,spam
"Hey Maria, can you believe the game last night? Let's watch the next one together. Cheers.",personal
Congratulations! You have won a $250 gift card. Click this link to claim your reward now! Best regards.,spam
"Hello, thanks for helping me move last weekend, I really appreciate it! Thanks!",personal
"Quick note: please find attached the presentation deck for the migration project, feedback welcome. Let me know.",work
Quick note: exclusive member discount: 50% off your next purchase at Nakatomi Trading. Talk soon.,promotional
Quick note: reminder: your annual review with HR is scheduled for Friday at 11:15 AM. Cheers.,important
"Hello, don't miss our holiday clearance sale — up to 50% off select items. Best regards.",promotional
FYI - uRGENT: You have been selected to receive $250 cash prize. Claim before it expires!,spam
"Hello, notice: scheduled maintenance will affect your account access on next week. Talk soon.",important
Quick note: reminder: the website redesign deadline is next week. Let me know if you need an extension. Cheers.,work
"Quick note: final reminder: your tax documents are due by Thursday, please submit them soon. Thanks!",important
"Hello, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Thanks!",personal
"Hi Omar, hope you're feeling better! Let me know if you need anything. Talk soon.",personal
You've been chosen for an exclusive $750 reward. Click the link below before midnight! Talk soon.,spam
"Hi Omar, your group 'onboarding flow Fans' has 3 new posts today.",social
"FYI - hey, I found that recipe you were asking about, sending it over now. Best regards.",personal
FYI - team standup is at 3 PM today. Please share your updates in the channel. Let me know.,work
"Hey Jordan, get 40% off our summer collection today only! Shop now before it's gone. Best regards.",promotional
"Hi Fatima, following up on the mobile app status — are we still on track for next week? Talk soon.",work
Quick note: following up on the Q3 launch status — are we still on track for Tuesday? Let me know.,work
Quick note: globex Rewards: you've earned points! Redeem them for 70% off today. Let me know.,promotional
"Hi John, uRGENT: You have been selected to receive $500 cash prize. Claim before it expires! Cheers.",spam
"Hi Fatima, uRGENT: You have been selected to receive $250 cash prize. Claim before it expires! Best regards.",spam
Reminder: the mobile app deadline is Monday. Let me know if you need an extension. Talk soon.,work
"Hello, nakatomi Trading Rewards: you've earned points! Redeem them for 20% off today.",promotional
"Hi Ahmed, last chance: our spring sale ends tonight. Save 40% before midnight. Thanks!",promotional
"Hey Jordan, reminder: your annual review with HR is scheduled for next week at 10 AM. Talk soon.",important
"Hello, you have 5 new notifications waiting for you, tap to view. Talk soon.",social
"Quick note: happy birthday! Hope you have an amazing day, let's celebrate this weekend.",personal
Your favorite items are back in stock at Acme Corp. Free shipping on orders over $50. Let me know.,promotional
"Hi Taylor, just booked the trip for next month, so excited to see you! Thanks!",personal
"You have 5 new notifications waiting for you, tap to view. Best regards.",social
"Hi Taylor, are you free to grab coffee this week? It's been too long since we caught up. Talk soon.",personal
"Hey Maria, please find attached the quarterly report for the onboarding flow project, feedback welcome. Thanks!",work
"Quick note: aLERT: Your account has won a special bonus of $10,000. Verify your details to claim now. Best regards.",spam
"Hello, hot singles in your area want to chat with you now, click to view profiles!",spam
"Hello, don't miss our fall clearance sale — up to 10% off select items. Best regards.",promotional
"Hey Maria, hi Fatima, it was great catching up yesterday, let's do it again soon!",personal
"FYI - aLERT: Your account has won a special bonus of $10,000. Verify your details to claim now. Thanks!",spam
Quick note: last chance: our back-to-school sale ends tonight. Save 20% before midnight. Best regards.,promotional
"Hello, fINAL NOTICE: Claim your unclaimed prize of $250 now or lose it forever! Cheers.",spam
"Hello, weekly digest: see what your friends have been up to this week. Thanks!",social
"Quick note: final reminder: your tax documents are due by Tuesday, please submit them soon. Let me know.",important
"FYI - final reminder: your tax documents are due by next week, please submit them soon.",important
"Hi Chen, you won! Enter your bank details to receive your $500 winnings instantly.",spam
"Hello, reminder: your annual review with HR is scheduled for Monday at 11:15 AM.",important
"Flash sale: 40% off everything at Acme Corp store, this weekend only. Cheers.",promotional
Get 70% off our back-to-school collection today only! Shop now before it's gone. Let me know.,promotional
"Hey Ahmed, weekly digest: see what your friends have been up to this week.",social
"Hey Maria, action required: your password will expire in 24 hours, please reset it now.",important
FYI - fINAL NOTICE: Claim your unclaimed prize of $750 now or lose it forever!,spam
"Hi Sam, thanks for shopping with Acme Corp! Here's a 30% coupon for your next order. Talk soon.",promotional
"Hi Lena, you've been invited to Omar's event, tap to RSVP.",social
"Hey Lena, thanks for shopping with Nakatomi Trading! Here's a 40% coupon for your next order. Best regards.",promotional
"Hello, you won! Enter your bank details to receive your $500 winnings instantly. Cheers.",spam
Reminder: the website redesign deadline is Thursday. Let me know if you need an extension. Cheers.,work
Quick note: your account requires immediate verification due to a security issue. Thanks!,important
Quick note: join us for the community event this Saturday at the park! Cheers.,social
"Hey Chen, please find attached the meeting notes for the mobile app project, feedback welcome. Talk soon.",work
"FYI - you have 5 new notifications waiting for you, tap to view. Talk soon.",social
"Hey Omar, the client requested changes to the migration proposal. Can we talk today? Best regards.",work
"Hi Fatima, can you believe the game last night? Let's watch the next one together.",personal
"Hello, can you send me the latest version of the quarterly report by end of day? Thanks!",work
"Hey Alex, thanks for shopping with Initech! Here's a 50% coupon for your next order. Best regards.",promotional
FYI - reminder: the onboarding flow deadline is Thursday. Let me know if you need an extension. Best regards.,work
Important: changes to your health insurance plan take effect on Tuesday. Thanks!,important
Quick note: nakatomi Trading Rewards: you've earned points! Redeem them for 30% off today. Let me know.,promotional
"Hey Alex, you are our lucky winner! Claim your free vacation package today, limited time only! Best regards.",spam
"Hi John, we detected unusual sign-in activity on your account, please confirm it was you. Thanks!",important
"Hi Alex, your favorite items are back in stock at Wonka Industries. Free shipping on orders over $50. Best regards.",promotional
"Hello, fINAL NOTICE: Claim your unclaimed prize of $1000 now or lose it forever! Best regards.",spam
"FYI - you are our lucky winner! Claim your free smartwatch today, limited time only! Best regards.",spam
"Hi Ahmed, uRGENT: You have been selected to receive $500 cash prize. Claim before it expires! Thanks!",spam
"Hi Lena, exclusive member discount: 40% off your next purchase at Umbrella Inc.",promotional
"Hey John, new newsletter from Wayne Enterprises: top picks and deals just for you this week. Cheers.",promotional
"Hi Sam, hey, are we still on for dinner this weekend?",personal
"FYI - you have 5 new notifications waiting for you, tap to view.",social
"FYI - hi Maria, it was great catching up yesterday, let's do it again soon! Cheers.",personal
Quick note: weekly digest: see what your friends have been up to this week.,social
"Chen tagged you in a photo, check it out now. Let me know.",social
Quick note: can you send me the latest version of the meeting notes by end of day? Thanks!,work
"Hi Taylor, notice: scheduled maintenance will affect your account access on Tuesday. Talk soon.",important
"Hello, flash sale: 30% off everything at Acme Corp store, this weekend only. Best regards.",promotional
Quick note: the client requested changes to the onboarding flow proposal. Can we talk today? Let me know.,work
"Quick note: happy birthday! Hope you have an amazing day, let's celebrate this weekend. Thanks!",personal
"Hey Sam, hey, are we still on for dinner this weekend?",personal
Quick note: hope you're feeling better! Let me know if you need anything. Talk soon.,personal
"Hi Taylor, you won! Enter your bank details to receive your $250 winnings instantly. Talk soon.",spam
"Thanks for helping me move last weekend, I really appreciate it! Let me know.",personal
"Quick note: please find attached the quarterly report for the migration project, feedback welcome. Best regards.",work
"FYI - flash sale: 70% off everything at Hooli store, this weekend only. Thanks!",promotional
Let's schedule a call to align on the onboarding flow roadmap this Friday. Cheers.,work
"Hello, sara commented on your recent post, come see what they said! Thanks!",social
"Hey Alex, you've been invited to Priya's event, tap to RSVP. Cheers.",social
"Hi Lena, it was great catching up yesterday, let's do it again soon! Let me know.",personal
"FYI - please find attached the quarterly report for the Q3 launch project, feedback welcome. Best regards.",work
Quick note: you have a new friend request on Stark Industries Social. Best regards.,social
"Hey Grace, team standup is at 11:15 AM today. Please share your updates in the channel. Let me know.",work
"FYI - you've been invited to Taylor's event, tap to RSVP. Thanks!",social
"Hey Grace, your favorite items are back in stock at Hooli. Free shipping on orders over $50. Best regards.",promotional
"Hi Alex, don't miss our spring clearance sale — up to 40% off select items.",promotional
Weekly digest: see what your friends have been up to this week. Let me know.,social
"Hi Grace, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Best regards.",personal
"Hey, are we still on for dinner this weekend? Best regards.",personal
Quick note: new arrivals just landed! Check out our latest holiday collection now. Let me know.,promotional
"Hey Maria, thanks for helping me move last weekend, I really appreciate it!",personal
Quick note: don't miss our spring clearance sale — up to 40% off select items. Talk soon.,promotional
"Hello, i've attached the project plan for your review. Let's discuss it in tomorrow's sync. Thanks!",work
"Hi Jordan, can you send me the latest version of the meeting notes by end of day?",work
You've been chosen for an exclusive $250 reward. Click the link below before midnight! Best regards.,spam
Quick note: please review the presentation deck before our meeting on next week. Cheers.,work
"Hey Alex, aLERT: Your account has won a special bonus of $250. Verify your details to claim now. Let me know.",spam
"Hello, flash sale: 50% off everything at Nakatomi Trading store, this weekend only. Talk soon.",promotional
FYI - are you free to grab coffee this week? It's been too long since we caught up. Cheers.,personal
"Hi Noah, hot singles in your area want to chat with you now, click to view profiles!",spam
"Hello, act now! You qualify for a free laptop. No purchase necessary, click here immediately.",spam
"Hey Omar, ahmed tagged you in a photo, check it out now. Thanks!",social
Reminder: the neighborhood cleanup event is this Thursday morning. Best regards.,social
"Quick note: you've been invited to Sam's event, tap to RSVP. Cheers.",social
Quick note: thanks for shopping with Hooli! Here's a 50% coupon for your next order. Cheers.,promotional
"FYI - your subscription renewal for Wayne Enterprises failed, please update your payment method. Thanks!",important
"Quick note: flash sale: 30% off everything at Nakatomi Trading store, this weekend only.",promotional
"Hi Fatima, you've been chosen for an exclusive $10,000 reward. Click the link below before midnight!",spam
Team standup is at 10 AM today. Please share your updates in the channel. Best regards.,work
"Hey Ahmed, don't miss our holiday clearance sale — up to 70% off select items. Cheers.",promotional
"Hey John, thanks for shopping with Wonka Industries! Here's a 70% coupon for your next order.",promotional
"Hey Sam, happy birthday! Hope you have an amazing day, let's celebrate this weekend. Talk soon.",personal
Quick note: you've been chosen for an exclusive $750 reward. Click the link below before midnight! Thanks!,spam
Get 50% off our back-to-school collection today only! Shop now before it's gone.,promotional
"Hey Noah, fINAL NOTICE: Claim your unclaimed prize of $500 now or lose it forever! Cheers.",spam
"Hi Jordan, hey, are we still on for dinner this weekend? Let me know.",personal
"Hello, weekly digest: see what your friends have been up to this week. Cheers.",social
Quick note: umbrella Inc Rewards: you've earned points! Redeem them for 70% off today.,promotional
"Hi Ahmed, your subscription renewal for Globex failed, please update your payment method. Let me know.",important
"Hello, we detected unusual sign-in activity on your account, please confirm it was you. Talk soon.",important
"Hi Noah, hey, I found that recipe you were asking about, sending it over now. Let me know.",personal
"Hey Noah, free laptop waiting for you! Just click and confirm your shipping address to claim. Talk soon.",spam
FYI - notice: scheduled maintenance will affect your account access on Thursday. Talk soon.,important
Are you free to grab coffee this week? It's been too long since we caught up. Talk soon.,personal
"Hello, join the local book club meeting this Tuesday evening at the library. Talk soon.",social
"Thanks for helping me move last weekend, I really appreciate it! Cheers.",personal
Quick note: the client requested changes to the Q3 launch proposal. Can we talk today? Talk soon.,work
"Hi Sara, free laptop waiting for you! Just click and confirm your shipping address to claim. Let me know.",spam
"You won! Enter your bank details to receive your $5,000 winnings instantly. Let me know.",spam
"Hi Fatima, final reminder: your tax documents are due by Monday, please submit them soon. Talk soon.",important
"Hello, fINAL NOTICE: Claim your unclaimed prize of $500 now or lose it forever! Talk soon.",spam
Team standup is at 4:30 PM today. Please share your updates in the channel. Best regards.,work
"Hey Omar, reminder: the neighborhood cleanup event is this Friday morning. Thanks!",social
"Hey Sara, get 50% off our fall collection today only! Shop now before it's gone.",promotional
"Hello, notice: scheduled maintenance will affect your account access on Monday.",important
Notice: scheduled maintenance will affect your account access on next week. Let me know.,important
"Hey Sara, you have a new friend request on Initech Social. Cheers.",social
Quick note: can you send me the latest version of the project plan by end of day? Best regards.,work
"Hi Jordan, free iPhone waiting for you! Just click and confirm your shipping address to claim. Best regards.",spam
"Hello, exclusive member discount: 50% off your next purchase at Initech. Talk soon.",promotional
"FYI - act now! You qualify for a free laptop. No purchase necessary, click here immediately. Cheers.",spam
"FYI - your flight on Friday has been rescheduled, please review the new itinerary. Best regards.",important
"FYI - act now! You qualify for a free iPhone. No purchase necessary, click here immediately.",spam
Quick note: you have a new friend request on Globex Social.,social
"Hello, the client requested changes to the onboarding flow proposal. Can we talk today? Thanks!",work
"Hey Omar, your account requires immediate verification due to a security issue. Best regards.",important
Following up on the mobile app status — are we still on track for Tuesday? Best regards.,work
"Hello, are you free to grab coffee this week? It's been too long since we caught up. Talk soon.",personal
"Hey Priya, chen tagged you in a photo, check it out now. Cheers.",social
"Hello, action required: your password will expire in 24 hours, please reset it now. Thanks!",important
"Hello, your flight on Friday has been rescheduled, please review the new itinerary. Best regards.",important
"Hey Alex, please review the budget spreadsheet before our meeting on next week. Talk soon.",work
