email_text,category
"final reminder: your tax documents are due by monday, please submit them soon.",important
"hey lena, hot singles in your area want to chat with you now, click to view profiles! cheers.",spam
"hey sara, please review the presentation deck before our meeting on thursday. best regards.",work
"hi maria, just booked the trip for next month, so excited to see you! thanks!",personal
"hi sam, it was great catching up yesterday, let's do it again soon!",personal
"hi fatima, urgent: you have been selected to receive $250 cash prize. claim before it expires! cheers.",spam
"hi grace, final notice: claim your unclaimed prize of $750 now or lose it forever! talk soon.",spam
"hi ahmed, join us for the community event this saturday at the park! best regards.",social
"please find attached the budget spreadsheet for the q3 launch project, feedback welcome. let me know.",work
"your payment for umbrella inc could not be processed, please update your billing info. talk soon.",important
"hey alex, we detected unusual sign-in activity on your account, please confirm it was you. best regards.",important
"quick note: thanks for helping me move last weekend, i really appreciate it! talk soon.",personal
"hey ahmed, the client requested changes to the q3 launch proposal. can we talk today?",work
quick note: notice: scheduled maintenance will affect your account access on tuesday. talk soon.,important
"hey jordan, congratulations! you have won a $1000 gift card. click this link to claim your reward now! thanks!",spam
fyi - the client requested changes to the migration proposal. can we talk today?,work
"hey jordan, you've been invited to chen's event, tap to rsvp. talk soon.",social
"hey alex, thanks for shopping with nakatomi trading! here's a 10% coupon for your next order.",promotional
"hi grace, urgent: you have been selected to receive $10,000 cash prize. claim before it expires! let me know.",spam
your favorite items are back in stock at stark industries. free shipping on orders over $50. best regards.,promotional
notice: scheduled maintenance will affect your account access on monday. cheers.,important
"hello, flash sale: 50% off everything at stark industries store, this weekend only. cheers.",promotional
"hi sara, your group 'q3 launch fans' has 3 new posts today. thanks!",social
"hey lena, can't wait for the weekend hike, what time should we meet up? let me know.",personal
"quick note: hey, i found that recipe you were asking about, sending it over now. let me know.",personal
"please find attached the meeting notes for the website redesign project, feedback welcome. talk soon.",work
"hello, thanks for helping me move last weekend, i really appreciate it!",personal
"hey sam, can you believe the game last night? let's watch the next one together. let me know.",personal
quick note: the client requested changes to the website redesign proposal. can we talk today? best regards.,work
"hey jordan, can't wait for the weekend hike, what time should we meet up? best regards.",personal
"hey jordan, i've attached the presentation deck for your review. let's discuss it in tomorrow's sync. thanks!",work
"hey alex, are you free to grab coffee this week? it's been too long since we caught up. best regards.",personal
"hi fatima, hey, are we still on for dinner this weekend? talk soon.",personal
quick note: final notice: claim your unclaimed prize of $750 now or lose it forever! best regards.,spam
"quick note: you've been invited to jordan's event, tap to rsvp. thanks!",social
"hello, free smartwatch waiting for you! just click and confirm your shipping address to claim. let me know.",spam
"hi ahmed, happy birthday! hope you have an amazing day, let's celebrate this weekend. thanks!",personal
fyi - notice: scheduled maintenance will affect your account access on monday. let me know.,important
new arrivals just landed! check out our latest fall collection now. talk soon.,promotional
"hey lena, you won! enter your bank details to receive your $500 winnings instantly. thanks!",spam
"fyi - please find attached the budget spreadsheet for the mobile app project, feedback welcome. thanks!",work
"hi grace, hey, are we still on for dinner this weekend?",personal
"hey chen, noah tagged you in a photo, check it out now. cheers.",social
new arrivals just landed! check out our latest summer collection now. cheers.,promotional
"hi fatima, the client requested changes to the migration proposal. can we talk today? thanks!",work
"hey chen, exclusive member discount: 10% off your next purchase at umbrella inc.",promotional
"hello, new arrivals just landed! check out our latest back-to-school collection now. cheers.",promotional
"hey omar, don't miss our holiday clearance sale — up to 10% off select items. talk soon.",promotional
"hey omar, new arrivals just landed! check out our latest summer collection now. best regards.",promotional
"action required: your password will expire in 24 hours, please reset it now. cheers.",important
new arrivals just landed! check out our latest spring collection now. talk soon.,promotional
"quick note: flash sale: 20% off everything at initech store, this weekend only. cheers.",promotional
"hello, are you free to grab coffee this week? it's been too long since we caught up. cheers.",personal
quick note: important: changes to your health insurance plan take effect on next week. cheers.,important
fyi - acme corp rewards: you've earned points! redeem them for 30% off today. best regards.,promotional
"hi ahmed, your subscription renewal for initech failed, please update your payment method. talk soon.",important
"hello, your subscription renewal for hooli failed, please update your payment method. best regards.",important
your favorite items are back in stock at hooli. free shipping on orders over $50. best regards.,promotional
"hello, important: changes to your health insurance plan take effect on next week.",important
"hello, initech rewards: you've earned points! redeem them for 50% off today. let me know.",promotional
"hello, can you send me the latest version of the budget spreadsheet by end of day? talk soon.",work
"fyi - can't wait for the weekend hike, what time should we meet up? cheers.",personal
"hi ahmed, free vacation package waiting for you! just click and confirm your shipping address to claim. best regards.",spam
reminder: your annual review with hr is scheduled for next week at 10 am. cheers.,important
"hello, congratulations! you have won a $1000 gift card. click this link to claim your reward now!",spam
quick note: are you free to grab coffee this week? it's been too long since we caught up.,personal
quick note: the meeting has been moved to 4:30 pm tomorrow. please update your calendar. cheers.,work
"hey ahmed, we detected unusual sign-in activity on your account, please confirm it was you. let me know.",important
"hello, hey, are we still on for dinner this weekend?",personal
"hi sara, reminder: the neighborhood cleanup event is this thursday morning. best regards.",social
"hello, thanks for shopping with acme corp! here's a 50% coupon for your next order.",promotional
"hello, you won! enter your bank details to receive your $5,000 winnings instantly.",spam
"hello, important: changes to your health insurance plan take effect on tuesday. cheers.",important
"hey omar, thanks for shopping with umbrella inc! here's a 70% coupon for your next order. cheers.",promotional
"hello, are you free to grab coffee this week? it's been too long since we caught up. best regards.",personal
"hi sam, flash sale: 30% off everything at globex store, this weekend only.",promotional
"hi chen, fatima tagged you in a photo, check it out now. let me know.",social
"hi priya, happy birthday! hope you have an amazing day, let's celebrate this weekend. let me know.",personal
"hello, your account requires immediate verification due to a security issue. cheers.",important
"you've been chosen for an exclusive $10,000 reward. click the link below before midnight!",spam
"action required: your password will expire in 24 hours, please reset it now.",important
"hello, weekly digest: see what your friends have been up to this week. best regards.",social
"hey omar, last chance: our summer sale ends tonight. save 20% before midnight.",promotional
"hey chen, you have a new friend request on nakatomi trading social. thanks!",social
"hello, your flight on next week has been rescheduled, please review the new itinerary. let me know.",important
fyi - you've been chosen for an exclusive $750 reward. click the link below before midnight!,spam
"hi alex, happy birthday! hope you have an amazing day, let's celebrate this weekend. cheers.",personal
"hey lena, the meeting has been moved to 4:30 pm tomorrow. please update your calendar. talk soon.",work
"hi noah, final reminder: your tax documents are due by tuesday, please submit them soon. thanks!",important
"hi grace, you are our lucky winner! claim your free gift card today, limited time only! best regards.",spam
notice: scheduled maintenance will affect your account access on thursday. thanks!,important
new newsletter from initech: top picks and deals just for you this week. talk soon.,promotional
"hey omar, hope you're feeling better! let me know if you need anything. talk soon.",personal
"hi grace, let's schedule a call to align on the website redesign roadmap this next week. talk soon.",work
"hi omar, new arrivals just landed! check out our latest winter collection now.",promotional
"hey chen, final reminder: your tax documents are due by thursday, please submit them soon.",important
important: changes to your health insurance plan take effect on next week. cheers.,important
"quick note: happy birthday! hope you have an amazing day, let's celebrate this weekend. cheers.",personal
"hey sam, please review the meeting notes before our meeting on wednesday. cheers.",work
quick note: notice: scheduled maintenance will affect your account access on monday. cheers.,important
"hi ahmed, important: changes to your health insurance plan take effect on friday. let me know.",important
"hi sam, team standup is at 4:30 pm today. please share your updates in the channel. cheers.",work
"hello, can't wait for the weekend hike, what time should we meet up? let me know.",personal
"your flight on thursday has been rescheduled, please review the new itinerary.",important
fyi - following up on the migration status — are we still on track for monday? talk soon.,work
"quick note: hey, i found that recipe you were asking about, sending it over now.",personal
fyi - important: changes to your health insurance plan take effect on wednesday. thanks!,important
"fyi - you are our lucky winner! claim your free iphone today, limited time only! thanks!",spam
"quick note: hot singles in your area want to chat with you now, click to view profiles! talk soon.",spam
"hi jordan, your payment for hooli could not be processed, please update your billing info.",important
"hello, wonka industries rewards: you've earned points! redeem them for 40% off today. cheers.",promotional
"hey fatima, priya tagged you in a photo, check it out now. let me know.",social
"hi lena, hey, i found that recipe you were asking about, sending it over now. best regards.",personal
"hi alex, you've been chosen for an exclusive $10,000 reward. click the link below before midnight! talk soon.",spam
"hello, act now! you qualify for a free smartwatch. no purchase necessary, click here immediately. best regards.",spam
quick note: your group 'migration fans' has 3 new posts today. let me know.,social
quick note: free laptop waiting for you! just click and confirm your shipping address to claim. let me know.,spam
"hello, hooli rewards: you've earned points! redeem them for 20% off today. best regards.",promotional
"hello, you are our lucky winner! claim your free smartwatch today, limited time only!",spam
"ahmed commented on your recent post, come see what they said! thanks!",social
"fyi - act now! you qualify for a free gift card. no purchase necessary, click here immediately.",spam
quick note: join us for the community event this saturday at the park! let me know.,social
fyi - join the local book club meeting this thursday evening at the library. thanks!,social
new arrivals just landed! check out our latest fall collection now. thanks!,promotional
"hi sam, hot singles in your area want to chat with you now, click to view profiles! best regards.",spam
"hi fatima, your account requires immediate verification due to a security issue. best regards.",important
"hello, fatima commented on your recent post, come see what they said! talk soon.",social
"quick note: hot singles in your area want to chat with you now, click to view profiles! let me know.",spam
"hey alex, your account requires immediate verification due to a security issue. cheers.",important
urgent: you have been selected to receive $750 cash prize. claim before it expires! best regards.,spam
quick note: your account requires immediate verification due to a security issue. best regards.,important
"quick note: your payment for wonka industries could not be processed, please update your billing info. talk soon.",important
"hey grace, exclusive member discount: 10% off your next purchase at nakatomi trading. cheers.",promotional
quick note: you have a new friend request on hooli social.,social
"your flight on monday has been rescheduled, please review the new itinerary. thanks!",important
quick note: team standup is at 2 pm today. please share your updates in the channel. best regards.,work
free vacation package waiting for you! just click and confirm your shipping address to claim. talk soon.,spam
"hey maria, can you believe the game last night? let's watch the next one together. cheers.",personal
congratulations! you have won a $250 gift card. click this link to claim your reward now! best regards.,spam
"hello, thanks for helping me move last weekend, i really appreciate it! thanks!",personal
"quick note: please find attached the presentation deck for the migration project, feedback welcome. let me know.",work
quick note: exclusive member discount: 50% off your next purchase at nakatomi trading. talk soon.,promotional
quick note: reminder: your annual review with hr is scheduled for friday at 11:15 am. cheers.,important
"hello, don't miss our holiday clearance sale — up to 50% off select items. best regards.",promotional
fyi - urgent: you have been selected to receive $250 cash prize. claim before it expires!,spam
"hello, notice: scheduled maintenance will affect your account access on next week. talk soon.",important
quick note: reminder: the website redesign deadline is next week. let me know if you need an extension. cheers.,work
"quick note: final reminder: your tax documents are due by thursday, please submit them soon. thanks!",important
"hello, happy birthday! hope you have an amazing day, let's celebrate this weekend. thanks!",personal
"hi omar, hope you're feeling better! let me know if you need anything. talk soon.",personal
you've been chosen for an exclusive $750 reward. click the link below before midnight! talk soon.,spam
"hi omar, your group 'onboarding flow fans' has 3 new posts today.",social
"fyi - hey, i found that recipe you were asking about, sending it over now. best regards.",personal
fyi - team standup is at 3 pm today. please share your updates in the channel. let me know.,work
"hey jordan, get 40% off our summer collection today only! shop now before it's gone. best regards.",promotional
"hi fatima, following up on the mobile app status — are we still on track for next week? talk soon.",work
quick note: following up on the q3 launch status — are we still on track for tuesday? let me know.,work
quick note: globex rewards: you've earned points! redeem them for 70% off today. let me know.,promotional
"hi john, urgent: you have been selected to receive $500 cash prize. claim before it expires! cheers.",spam
"hi fatima, urgent: you have been selected to receive $250 cash prize. claim before it expires! best regards.",spam
reminder: the mobile app deadline is monday. let me know if you need an extension. talk soon.,work
"hello, nakatomi trading rewards: you've earned points! redeem them for 20% off today.",promotional
"hi ahmed, last chance: our spring sale ends tonight. save 40% before midnight. thanks!",promotional
"hey jordan, reminder: your annual review with hr is scheduled for next week at 10 am. talk soon.",important
"hello, you have 5 new notifications waiting for you, tap to view. talk soon.",social
"quick note: happy birthday! hope you have an amazing day, let's celebrate this weekend.",personal
your favorite items are back in stock at acme corp. free shipping on orders over $50. let me know.,promotional
"hi taylor, just booked the trip for next month, so excited to see you! thanks!",personal
"you have 5 new notifications waiting for you, tap to view. best regards.",social
"hi taylor, are you free to grab coffee this week? it's been too long since we caught up. talk soon.",personal
"hey maria, please find attached the quarterly report for the onboarding flow project, feedback welcome. thanks!",work
"quick note: alert: your account has won a special bonus of $10,000. verify your details to claim now. best regards.",spam
"hello, hot singles in your area want to chat with you now, click to view profiles!",spam
"hello, don't miss our fall clearance sale — up to 10% off select items. best regards.",promotional
"hey maria, hi fatima, it was great catching up yesterday, let's do it again soon!",personal
"fyi - alert: your account has won a special bonus of $10,000. verify your details to claim now. thanks!",spam
quick note: last chance: our back-to-school sale ends tonight. save 20% before midnight. best regards.,promotional
"hello, final notice: claim your unclaimed prize of $250 now or lose it forever! cheers.",spam
"hello, weekly digest: see what your friends have been up to this week. thanks!",social
"quick note: final reminder: your tax documents are due by tuesday, please submit them soon. let me know.",important
"fyi - final reminder: your tax documents are due by next week, please submit them soon.",important
"hi chen, you won! enter your bank details to receive your $500 winnings instantly.",spam
"hello, reminder: your annual review with hr is scheduled for monday at 11:15 am.",important
"flash sale: 40% off everything at acme corp store, this weekend only. cheers.",promotional
get 70% off our back-to-school collection today only! shop now before it's gone. let me know.,promotional
"hey ahmed, weekly digest: see what your friends have been up to this week.",social
"hey maria, action required: your password will expire in 24 hours, please reset it now.",important
fyi - final notice: claim your unclaimed prize of $750 now or lose it forever!,spam
"hi sam, thanks for shopping with acme corp! here's a 30% coupon for your next order. talk soon.",promotional
"hi lena, you've been invited to omar's event, tap to rsvp.",social
"hey lena, thanks for shopping with nakatomi trading! here's a 40% coupon for your next order. best regards.",promotional
"hello, you won! enter your bank details to receive your $500 winnings instantly. cheers.",spam
reminder: the website redesign deadline is thursday. let me know if you need an extension. cheers.,work
quick note: your account requires immediate verification due to a security issue. thanks!,important
quick note: join us for the community event this saturday at the park! cheers.,social
"hey chen, please find attached the meeting notes for the mobile app project, feedback welcome. talk soon.",work
"fyi - you have 5 new notifications waiting for you, tap to view. talk soon.",social
"hey omar, the client requested changes to the migration proposal. can we talk today? best regards.",work
"hi fatima, can you believe the game last night? let's watch the next one together.",personal
"hello, can you send me the latest version of the quarterly report by end of day? thanks!",work
"hey alex, thanks for shopping with initech! here's a 50% coupon for your next order. best regards.",promotional
fyi - reminder: the onboarding flow deadline is thursday. let me know if you need an extension. best regards.,work
important: changes to your health insurance plan take effect on tuesday. thanks!,important
quick note: nakatomi trading rewards: you've earned points! redeem them for 30% off today. let me know.,promotional
"hey alex, you are our lucky winner! claim your free vacation package today, limited time only! best regards.",spam
"hi john, we detected unusual sign-in activity on your account, please confirm it was you. thanks!",important
"hi alex, your favorite items are back in stock at wonka industries. free shipping on orders over $50. best regards.",promotional
"hello, final notice: claim your unclaimed prize of $1000 now or lose it forever! best regards.",spam
"fyi - you are our lucky winner! claim your free smartwatch today, limited time only! best regards.",spam
"hi ahmed, urgent: you have been selected to receive $500 cash prize. claim before it expires! thanks!",spam
"hi lena, exclusive member discount: 40% off your next purchase at umbrella inc.",promotional
"hey john, new newsletter from wayne enterprises: top picks and deals just for you this week. cheers.",promotional
"hi sam, hey, are we still on for dinner this weekend?",personal
"fyi - you have 5 new notifications waiting for you, tap to view.",social
"fyi - hi maria, it was great catching up yesterday, let's do it again soon! cheers.",personal
quick note: weekly digest: see what your friends have been up to this week.,social
"chen tagged you in a photo, check it out now. let me know.",social
quick note: can you send me the latest version of the meeting notes by end of day? thanks!,work
"hi taylor, notice: scheduled maintenance will affect your account access on tuesday. talk soon.",important
"hello, flash sale: 30% off everything at acme corp store, this weekend only. best regards.",promotional
quick note: the client requested changes to the onboarding flow proposal. can we talk today? let me know.,work
"quick note: happy birthday! hope you have an amazing day, let's celebrate this weekend. thanks!",personal
"hey sam, hey, are we still on for dinner this weekend?",personal
quick note: hope you're feeling better! let me know if you need anything. talk soon.,personal
"hi taylor, you won! enter your bank details to receive your $250 winnings instantly. talk soon.",spam
"thanks for helping me move last weekend, i really appreciate it! let me know.",personal
"quick note: please find attached the quarterly report for the migration project, feedback welcome. best regards.",work
"fyi - flash sale: 70% off everything at hooli store, this weekend only. thanks!",promotional
let's schedule a call to align on the onboarding flow roadmap this friday. cheers.,work
"hello, sara commented on your recent post, come see what they said! thanks!",social
"hey alex, you've been invited to priya's event, tap to rsvp. cheers.",social
"hi lena, it was great catching up yesterday, let's do it again soon! let me know.",personal
"fyi - please find attached the quarterly report for the q3 launch project, feedback welcome. best regards.",work
quick note: you have a new friend request on stark industries social. best regards.,social
"hey grace, team standup is at 11:15 am today. please share your updates in the channel. let me know.",work
"fyi - you've been invited to taylor's event, tap to rsvp. thanks!",social
"hey grace, your favorite items are back in stock at hooli. free shipping on orders over $50. best regards.",promotional
"hi alex, don't miss our spring clearance sale — up to 40% off select items.",promotional
weekly digest: see what your friends have been up to this week. let me know.,social
"hi grace, happy birthday! hope you have an amazing day, let's celebrate this weekend. best regards.",personal
"hey, are we still on for dinner this weekend? best regards.",personal
quick note: new arrivals just landed! check out our latest holiday collection now. let me know.,promotional
"hey maria, thanks for helping me move last weekend, i really appreciate it!",personal
quick note: don't miss our spring clearance sale — up to 40% off select items. talk soon.,promotional
"hello, i've attached the project plan for your review. let's discuss it in tomorrow's sync. thanks!",work
"hi jordan, can you send me the latest version of the meeting notes by end of day?",work
you've been chosen for an exclusive $250 reward. click the link below before midnight! best regards.,spam
quick note: please review the presentation deck before our meeting on next week. cheers.,work
"hey alex, alert: your account has won a special bonus of $250. verify your details to claim now. let me know.",spam
"hello, flash sale: 50% off everything at nakatomi trading store, this weekend only. talk soon.",promotional
fyi - are you free to grab coffee this week? it's been too long since we caught up. cheers.,personal
"hi noah, hot singles in your area want to chat with you now, click to view profiles!",spam
"hello, act now! you qualify for a free laptop. no purchase necessary, click here immediately.",spam
"hey omar, ahmed tagged you in a photo, check it out now. thanks!",social
reminder: the neighborhood cleanup event is this thursday morning. best regards.,social
"quick note: you've been invited to sam's event, tap to rsvp. cheers.",social
quick note: thanks for shopping with hooli! here's a 50% coupon for your next order. cheers.,promotional
"fyi - your subscription renewal for wayne enterprises failed, please update your payment method. thanks!",important
"quick note: flash sale: 30% off everything at nakatomi trading store, this weekend only.",promotional
"hi fatima, you've been chosen for an exclusive $10,000 reward. click the link below before midnight!",spam
team standup is at 10 am today. please share your updates in the channel. best regards.,work
"hey ahmed, don't miss our holiday clearance sale — up to 70% off select items. cheers.",promotional
"hey john, thanks for shopping with wonka industries! here's a 70% coupon for your next order.",promotional
"hey sam, happy birthday! hope you have an amazing day, let's celebrate this weekend. talk soon.",personal
quick note: you've been chosen for an exclusive $750 reward. click the link below before midnight! thanks!,spam
get 50% off our back-to-school collection today only! shop now before it's gone.,promotional
"hey noah, final notice: claim your unclaimed prize of $500 now or lose it forever! cheers.",spam
"hi jordan, hey, are we still on for dinner this weekend? let me know.",personal
"hello, weekly digest: see what your friends have been up to this week. cheers.",social
quick note: umbrella inc rewards: you've earned points! redeem them for 70% off today.,promotional
"hi ahmed, your subscription renewal for globex failed, please update your payment method. let me know.",important
"hello, we detected unusual sign-in activity on your account, please confirm it was you. talk soon.",important
"hi noah, hey, i found that recipe you were asking about, sending it over now. let me know.",personal
"hey noah, free laptop waiting for you! just click and confirm your shipping address to claim. talk soon.",spam
fyi - notice: scheduled maintenance will affect your account access on thursday. talk soon.,important
are you free to grab coffee this week? it's been too long since we caught up. talk soon.,personal
"hello, join the local book club meeting this tuesday evening at the library. talk soon.",social
"thanks for helping me move last weekend, i really appreciate it! cheers.",personal
quick note: the client requested changes to the q3 launch proposal. can we talk today? talk soon.,work
"hi sara, free laptop waiting for you! just click and confirm your shipping address to claim. let me know.",spam
"you won! enter your bank details to receive your $5,000 winnings instantly. let me know.",spam
"hi fatima, final reminder: your tax documents are due by monday, please submit them soon. talk soon.",important
"hello, final notice: claim your unclaimed prize of $500 now or lose it forever! talk soon.",spam
team standup is at 4:30 pm today. please share your updates in the channel. best regards.,work
"hey omar, reminder: the neighborhood cleanup event is this friday morning. thanks!",social
"hey sara, get 50% off our fall collection today only! shop now before it's gone.",promotional
"hello, notice: scheduled maintenance will affect your account access on monday.",important
notice: scheduled maintenance will affect your account access on next week. let me know.,important
"hey sara, you have a new friend request on initech social. cheers.",social
quick note: can you send me the latest version of the project plan by end of day? best regards.,work
"hi jordan, free iphone waiting for you! just click and confirm your shipping address to claim. best regards.",spam
"hello, exclusive member discount: 50% off your next purchase at initech. talk soon.",promotional
"fyi - act now! you qualify for a free laptop. no purchase necessary, click here immediately. cheers.",spam
"fyi - your flight on friday has been rescheduled, please review the new itinerary. best regards.",important
"fyi - act now! you qualify for a free iphone. no purchase necessary, click here immediately.",spam
quick note: you have a new friend request on globex social.,social
"hello, the client requested changes to the onboarding flow proposal. can we talk today? thanks!",work
"hey omar, your account requires immediate verification due to a security issue. best regards.",important
following up on the mobile app status — are we still on track for tuesday? best regards.,work
"hello, are you free to grab coffee this week? it's been too long since we caught up. talk soon.",personal
"hey priya, chen tagged you in a photo, check it out now. cheers.",social
"hello, action required: your password will expire in 24 hours, please reset it now. thanks!",important
"hello, your flight on friday has been rescheduled, please review the new itinerary. best regards.",important
"hey alex, please review the budget spreadsheet before our meeting on next week. talk soon.",work
